"Story","Title","Result","Date","Stability","Duration (s)"
"Declare to the Republic Bank an export goods","Fill out the other operations forms and formula 10 for devolution to generate the file that had to be sent to the Republic Bank","SUCCESS","2023-08-29T13:11:13.2546963-05:00[America/Bogota]","0.0","286.42"
